Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
бургија-за-бетон-bosch-sds-plus-16-200-260-5x,Бургија за бетон Bosch SDS Plus 16*200*260 5X,<span>Бургија за бетон</span><br><span>Шифра 80692</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,578.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833826_-_80692.jpg?v=1576500475,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-16-150-210-5x,Бургија за бетон Bosch SDS Plus 16*150*210 5X,<span>Бургија за бетон</span><br><span>Шифра 80691</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,continue,manual,525.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833825_-_80691.jpg?v=1576500535,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-14-250-310-5x,Бургија за бетон Bosch SDS Plus 14*250*310 5X,<span>Бургија за бетон</span><br><span>Шифра 80690</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,550.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833819_-_80690.jpg?v=1576501341,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-14-200-260-5x,Бургија за бетон Bosch SDS Plus 14*200*260 5X,<span>Бургија за бетон</span><br><span>Шифра 80689</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,492.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833818_-_80689.jpg?v=1576500662,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-14-150-210-5x-1,Бургија за бетон Bosch SDS Plus 14*150*210 5X,<span>Бургија за бетон</span><br><span>Шифра 80688</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,409.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833817_-_80688.jpg?v=1576500774,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-14-150-210-5x,Бургија за бетон Bosch SDS Plus 14*150*210 5X,<span>Бургија за бетон</span><br><span>Шифра 80687</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,318.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833816_-_80687.jpg?v=1576500840,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-12-300-360-5x,Бургија за бетон Bosch SDS Plus 12*300*360 5X,<span>Бургија за бетон</span><br><span>Шифра 80686</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,540.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833811_-_80686.jpg?v=1576500930,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-12-250-310-5x,Бургија за бетон Bosch SDS Plus 12*250*310 5X,<span>Бургија за бетон</span><br><span>Шифра 80685</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,440.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833810_-_80685.jpg?v=1576501004,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-12-200-260-5x,Бургија за бетон Bosch SDS Plus 12*200*260 5X,<span>Бургија за бетон</span><br><span>Шифра 80684</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,383.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833809_-_80684.jpg?v=1576501071,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-12-150-210-5x,Бургија за бетон Bosch SDS Plus 12*150*210 5X,<span>Бургија за бетон</span><br><span>Шифра 80683</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,300.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833808_-_80683.jpg?v=1576501138,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-12-100-160-5x,Бургија за бетон Bosch SDS Plus 12*100*160 5X,<span>Бургија за бетон</span><br><span>Шифра 80682</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,272.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833807_-_80682.jpg?v=1576502850,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-10-300-360-5x,Бургија за бетон Bosch SDS Plus 10*300*360 5X,<span>Бургија за бетон</span><br><span>Шифра 80681</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,505.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833802_-_80681.jpg?v=1576501526,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-10-250-310-5x,Бургија за бетон Bosch SDS Plus 10*250*310 5X,<span>Бургија за бетон</span><br><span>Шифра 80680</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,383.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833801_-_80680.jpg?v=1576501582,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-10-200-260-5x,Бургија за бетон Bosch SDS Plus 10*200*260 5X,<span>Бургија за бетон</span><br><span>Шифра 80679</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,shopify,0,deny,manual,318.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833800_-_80679.jpg?v=1576501652,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-10-150-210-5x,Бургија за бетон Bosch SDS Plus 10*150*210 5X,<span>Бургија за бетон</span><br><span>Шифра 80678</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,249.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833799_-_80678.jpg?v=1576501738,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-10-100-160-5x,Бургија за бетон Bosch SDS Plus 10*100*160 5X,<span>Бургија за бетон</span><br><span>Шифра 80677</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,213.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833798_-_80677.jpg?v=1576501911,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-8-200-260-5x,Бургија за бетон Bosch SDS Plus 8*200*260 5X,<span>Бургија за бетон</span><br><span>Шифра 80676</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,289.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833791_-_80676.jpg?v=1576501983,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-8-150-210-5x,Бургија за бетон Bosch SDS Plus 8*150*210 5X,<span>Бургија за бетон</span><br><span>Шифра 80675</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,232.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833790_-_80675.jpg?v=1576502055,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-sds-plus-8-100-160-5x,Бургија за бетон Bosch SDS Plus 8*100*160 5X,<span>Бургија за бетон</span><br><span>Шифра 80674</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,187.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833789_-_80674.jpg?v=1576502528,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-sds-plus-8-50-110-5x,Бургија за бетон Bosch SDS Plus 8*50*110 5X,<span>Бургија за бетон</span><br><span>Шифра 80673</span>,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,185.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833788_-_80673.jpg?v=1576502594,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-6-200-260-5x,Бургија за бетон Bosch SDS Plus 6*200*260 5X,Бургија за бетон<br>Шифра 80672,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,289.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833780_-_80672.jpg?v=1576502687,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-6-150-210-5x,Бургија за бетон Bosch SDS Plus 6*150*210 5X,Бургија за бетон<br>Шифра 80671,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,230.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833779_-_80671.jpg?v=1576502746,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-6-100-160-5x,Бургија за бетон Bosch SDS Plus 6*100*160 5X,Бургија за бетон<br>Шифра 80670,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,156.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833778_-_80670.jpg?v=1576502984,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-за-бетон-bosch-sds-plus-6-50-110-5x,Бургија за бетон Bosch SDS Plus 6*50*110 5X,Бургија за бетон<br>Шифра 80669,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,146.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608833777_-_80669.jpg?v=1576503046,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-брусење-bosch-230-6,Камен за брусење Bosch 230*6,Камен за брусење<br>Шифра 54487,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,230.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603184_-_54487.jpg?v=1576504936,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-брусење-bosch-180-6,Камен за брусење Bosch 180*6,Камен за брусење<br>Шифра 54396,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,110.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603183_54396.jpg?v=1576488836,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-брусење-bosch-125-6,Камен за брусење Bosch 125*6,Камен за брусење<br>Шифра 54395,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603182_54395.jpg?v=1576488884,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-брусење-bosch-115-6,Камен за брусење Bosch 115*6,Камен за брусење Bosch 115*6<br>Шифра 54394,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,70.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603181_54394.jpg?v=1576488932,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-неметал-230-3,Камен за неметал Bosch 230*3,Камен за неметал<br>Шифра 54393,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603180_54393.jpg?v=1576488995,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-неметал-180-3,Камен за неметал Bosch 180*3,Камен за неметал<br>Шифра 54392,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603179_54392.jpg?v=1576489029,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-неметал-125-3,Камен за неметал Bosch 125*3,Камен за неметал<br>Шифра 54391,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,70.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603178_54391.jpg?v=1576489066,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-неметал-115-3,Камен за неметал Bosch 115*3,Камен за неметал<br>Шифра 54390,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603177_54390.jpg?v=1576489119,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-230-3,Камен за метал Bosch inox 230*3,Камен за метал<br>Шифра 54389,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603168_54389.jpg?v=1576489157,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-230-1-9,Камен за метал Bosch inox 230*1.9,Камен за метал<br>Шифра 54385,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,130.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608601514_54385.jpg?v=1576489194,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-180-3,Камен за метал Bosch inox 180*3,Камен за метал<br>Шифра 54388,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,70.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603167_54388.jpg?v=1576489240,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-125-2-5,Камен за метал Bosch inox 125*2.5,Камен за метал<br>Шифра 54387,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603166_54387.jpg?v=1576489277,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-125-1-6,Камен за метал Bosch inox 125*1.6,Камен за метал<br>Шифра 54384,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603172_54384.jpg?v=1576489317,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-125-1,Камен за метал Bosch inox 125*1,Камен за метал<br>Шифра 54383,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603171_54383.jpg?v=1576489417,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-115-2-5,Камен за метал Bosch inox 115*2.5,Камен за метал<br>Шифра 54386,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603164_54386.jpg?v=1576489461,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-115-1-6,Камен за метал Bosch inox 115*1.6,Камен за метал<br>Шифра 54382,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603170_54382.jpg?v=1576489516,1,,false,,,,,,,,,,,,,,,,,kg,,
камен-за-метал-inox-115-1,Камен за метал Bosch inox 115*1,Камен за метал<br>Шифра 54381,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608603169_54381.jpg?v=1576489556,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-20-0,"Бургија Bosch HSS PointTeq 20,0",Бургија за метал<br>Шифра 80722,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,570.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577315_-_80722.jpg?v=1576505185,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-19-0,"Бургија Bosch HSS PointTeq 19,0",Бургија за метал<br>Шифра 80721,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,530.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577314_-_80721.jpg?v=1576505259,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-18-0,"Бургија Bosch HSS PointTeq 18,0",Бургија за метал<br>Шифра 80720,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,460.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577313_-_80720.jpg?v=1576505325,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-17-0,"Бургија Bosch HSS PointTeq 17,0",Бургија за метал<br>Шифра 80719,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,380.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577312_-_80719.jpg?v=1576505424,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-16-0,Бургија Bosch HSS PointTeq 16.0,Бургија за метал<br>Шифра 80718,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,350.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577310_-_80718.jpg?v=1576505503,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-15-0,"Бургија Bosch HSS PointTeq 15,0",Бургија за метал<br>Шифра 80717,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,280.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577308_-_80717.jpg?v=1576505568,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-popintteq-14-0,"Бургија Bosch HSS PopintTeq 14,0",Бургија за метал<br>Шифра 80716,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,250.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577306_-_80716.jpg?v=1576505649,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-13-0,"Бургија Bosch HSS PointTeq 13,0",Бургија за метал<br>Шифра 80715,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,215.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577298_-_80715.jpg?v=1576505713,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-12-0,"Бургија Bosch HSS PointTeq 12,0",Бургија за метал<br>Шифра 80714,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577288_-_80714.jpg?v=1576505786,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-11-0,"Бургија Bosch HSS PointTeq 11,0",Бургија за метал<br>Шифра 80713,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,170.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577278_-_80713.jpg?v=1576505858,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-10-0,"Бургија Bosch HSS PointTeq 10,0",Бургија за метал<br>Шифра 80712,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577268_-_80712.jpg?v=1576505921,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-9-0,"Бургија Bosch HSS PointTeq 9,0",Бургија за метал<br>Шифра 80711,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577258_-_80711.jpg?v=1576506032,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-8-0,"Бургија Bosch HSS PointTeq 8,0",Бургија за метал<br>Шифра 80710,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577248_-_80710.jpg?v=1576506099,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-7-0,"Бургија Bosch HSS PointTeq 7,0",Бургија за метал<br>Шифра 80709,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,70.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577238_-_80709.jpg?v=1576506163,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-6-5,"Бургија Bosch HSS PointTeq 6,5",Бургија за метал<br>Шифра 80708,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577233_-_80708.jpg?v=1576506251,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-6-0,"Бургија Bosch HSS PointTeq 6,0",Бургија за метал<br>Шифра 80707,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577228_-_80707.jpg?v=1576506322,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-5-5,"Бургија Bosch HSS PointTeq 5,5",Бургија за метал<br>Шифра 80706,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577223_-_80706.jpg?v=1576506408,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-5-0,"Бургија Bosch HSS PointTeq 5,0",Бургија за метал<br>Шифра 80705,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,continue,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577218_-_80705.jpg?v=1576506467,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pintteq-4-5,"Бургија Bosch HSS PоintTeq 4,5",Бургија за метал<br>Шифра 80704,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577213_-_80704.jpg?v=1576506532,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-4-2,"Бургија Bosch HSS PointTeq 4,2",Бургија за метал<br>Шифра 80703,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577210_-_80703.jpg?v=1576506602,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-4-0,"Бургија Bosch HSS PointTeq 4,0",Бургија за метал<br>Шифра 80702,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577208_-_80702.jpg?v=1576506674,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-3-5,"Бургија Bosch HSS PointTeq 3,5",Бургија за метал<br>Шифра 80701,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,shopify,0,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577203_-_80701.jpg?v=1576506738,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-3-0,"Бургија Bosch HSS PointTeq 3,0",Бургија за метал<br>Шифра 80700,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,shopify,0,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577198_-_80700.jpg?v=1576506800,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-2-5,"Бургија Bosch HSS PointTeq 2,5",Бургија за метал<br>Шифра 80699,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577193_-_80699.jpg?v=1576506897,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-2-0,"Бургија Bosch HSS PointTeq 2,0",Бургија за метал<br>Шифра 80698,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577188.jpg?v=1575364522,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-1-5,"Бургија Bosch HSS PointTeq 1,5",Бургија за метал<br>Шифра 80697,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577183_-_80697.jpg?v=1576506974,1,,false,,,,,,,,,,,,,,,,,kg,,
бургија-hss-pointteq-1-0,"Бургија Bosch HSS PointTeq 1,0",Бургија за метал<br>Шифра 80696,agnesa.mk,"","",true,Title,Default Title,,,,,"",0,,0,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/2608577178_-_80696.jpg?v=1576507075,1,,false,,,,,,,,,,,,,,,,,kg,,
усисавач-за-лисја-als-25,Усисавач за лисја Bosch ALS 25,"<span>Моќност - 2.500 W</span><br><span>Тежина - 4,4 kg</span><br><span>Гаранција - 2+1 год.<br></span><span>Каталошки број 0 600 8A1 000</span><br><strong>Шифра - 54518</strong>",agnesa.mk,"","",true,Title,Default Title,,,,,"",4400,,0,deny,manual,5750.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/54454_-_0_600_8A1_000.jpg?v=1576507418,1,,false,,,,,,,,,,,,,,,,,kg,,
правосмукалка-advancedvac-20,Правосмукалка Bosch AdvancedVac 20,"<span>Моќност - 1.200 W</span><br><span>Тежина - 7,6 kg</span><br><span>Гаранција - 2+1 год.<br></span><span>Каталошки број 0 603 3D1 200</span><br><strong>Шифра - 54453</strong>",agnesa.mk,"","",true,Title,Default Title,,,,,"",7600,,0,deny,manual,8490.00,,true,true,"",https://cdn.shopify.com/s/files/1/0254/9789/4996/products/54453_-_0_603_3D1_200.jpg?v=1576507467,1,,false,,,,,,,,,,,,,,,,,kg,,
